cv_text,quiz_q1,quiz_q2,quiz_q3,quiz_q4,quiz_q5,personality_label,job_role_label
"Software engineer with experience in cloud computing, Java, and Python.",4,4,2,4,4,Conscientious,Software Engineer
"Proven track record in negotiation, with expertise in client management and CRM.",3,2,2,4,2,Openness,Sales Executive
"Developer skilled in cloud computing, Java, and Python.",3,4,4,2,1,Introverted,Software Engineer
"Specialist in UX/UI design, with skills in Adobe Photoshop and Illustrator.",2,1,2,4,3,Openness,Graphic Designer
"AI researcher with expertise in deep learning, computer vision, and natural language processing.",4,1,4,1,2,Openness,AI Researcher
"Cybersecurity analyst skilled in ethical hacking, risk assessment, and network security.",4,4,2,4,3,Conscientious,Cybersecurity Analyst
"Marketing manager with focus on branding, SEO, and digital campaigns.",2,4,3,1,2,Extraverted,Marketing Manager
"Proven track record in CRM, with expertise in client management and negotiation.",1,1,4,2,3,Analytical,Sales Executive
"Software engineer with experience in Python, cloud computing, and Java.",4,1,2,1,2,Extraverted,Software Engineer
"Marketing manager with focus on SEO, branding, and digital campaigns.",1,2,1,1,2,Conscientious,Marketing Manager
"Developer skilled in Java, Python, and cloud computing.",1,2,3,3,1,Openness,Software Engineer
"Proven track record in client management, with expertise in CRM and negotiation.",2,2,1,1,1,Conscientious,Sales Executive
"Software engineer with experience in cloud computing, Python, and Java.",3,3,2,3,2,Conscientious,Software Engineer
"Graphic designer experienced in UX/UI design, Adobe Photoshop, and Illustrator.",1,4,1,1,2,Introverted,Graphic Designer
"Experienced in machine learning, with skills in data visualization and SQL.",4,4,3,4,2,Introverted,Data Analyst
"Developer skilled in Java, Python, and cloud computing.",3,4,2,2,1,Analytical,Software Engineer
"Marketing manager with focus on SEO, branding, and digital campaigns.",4,3,2,4,2,Creative,Marketing Manager
"Experienced in employee engagement, with knowledge of recruitment and HR policies.",2,4,4,1,3,Conscientious,HR Specialist
"Cybersecurity analyst skilled in network security, ethical hacking, and risk assessment.",3,4,3,1,1,Openness,Cybersecurity Analyst
"Cybersecurity analyst skilled in network security, risk assessment, and ethical hacking.",2,4,1,3,1,Creative,Cybersecurity Analyst
"Cybersecurity analyst skilled in risk assessment, ethical hacking, and network security.",1,3,3,3,2,Extraverted,Cybersecurity Analyst
"Experienced in employee engagement, with knowledge of HR policies and recruitment.",3,4,4,3,2,Openness,HR Specialist
"Software engineer with experience in cloud computing, Python, and Java.",2,2,3,2,3,Conscientious,Software Engineer
"Experienced in HR policies, with knowledge of employee engagement and recruitment.",4,3,2,2,4,Extraverted,HR Specialist
"Cybersecurity analyst skilled in ethical hacking, risk assessment, and network security.",1,4,1,2,2,Creative,Cybersecurity Analyst
"Experienced in recruitment, with knowledge of HR policies and employee engagement.",4,2,1,1,2,Conscientious,HR Specialist
"Experienced in requirement gathering, with knowledge of data modeling and process improvement.",2,2,3,2,4,Analytical,Business Analyst
"Experienced in data visualization, with skills in machine learning and SQL.",4,4,1,1,3,Conscientious,Data Analyst
"Experienced in process improvement, with knowledge of requirement gathering and data modeling.",4,2,2,4,3,Openness,Business Analyst
"Cybersecurity analyst skilled in risk assessment, network security, and ethical hacking.",4,1,3,3,3,Conscientious,Cybersecurity Analyst
"Data analyst proficient in machine learning, data visualization, and SQL.",3,4,3,1,1,Extraverted,Data Analyst
"Professional in SEO, experienced in branding and digital campaigns.",2,1,3,1,3,Introverted,Marketing Manager
"Project manager with expertise in Scrum, Agile, and stakeholder management.",2,3,4,1,3,Extraverted,Project Manager
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",3,4,3,1,1,Creative,Graphic Designer
"Developer skilled in Java, cloud computing, and Python.",4,3,1,2,2,Creative,Software Engineer
"Marketing manager with focus on digital campaigns, SEO, and branding.",2,3,4,3,1,Conscientious,Marketing Manager
"HR professional skilled in employee engagement, HR policies, and recruitment.",3,4,4,1,4,Creative,HR Specialist
"Software engineer with experience in Java, Python, and cloud computing.",3,2,3,3,1,Introverted,Software Engineer
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",1,1,2,4,1,Creative,Business Analyst
"Cybersecurity analyst skilled in risk assessment, ethical hacking, and network security.",2,3,1,2,1,Analytical,Cybersecurity Analyst
"Specialist in Adobe Photoshop, with skills in UX/UI design and Illustrator.",2,1,1,2,1,Extraverted,Graphic Designer
"HR professional skilled in HR policies, employee engagement, and recruitment.",2,1,2,4,4,Creative,HR Specialist
"Business analyst skilled in requirement gathering, process improvement, and data modeling.",4,1,3,1,3,Extraverted,Business Analyst
"Sales executive with strong skills in client management, CRM, and negotiation.",1,2,4,1,1,Creative,Sales Executive
"Data analyst proficient in machine learning, SQL, and data visualization.",4,4,1,1,2,Analytical,Data Analyst
"Business analyst skilled in requirement gathering, process improvement, and data modeling.",4,4,3,4,1,Conscientious,Business Analyst
"Specialist in UX/UI design, with skills in Adobe Photoshop and Illustrator.",1,3,2,2,2,Analytical,Graphic Designer
"HR professional skilled in employee engagement, HR policies, and recruitment.",3,4,3,1,2,Creative,HR Specialist
"Graphic designer experienced in UX/UI design, Adobe Photoshop, and Illustrator.",2,4,3,2,3,Extraverted,Graphic Designer
"Data analyst proficient in data visualization, machine learning, and SQL.",3,4,4,2,3,Introverted,Data Analyst
"Specialist in UX/UI design, with skills in Illustrator and Adobe Photoshop.",3,3,4,3,1,Analytical,Graphic Designer
"Cybersecurity analyst skilled in network security, ethical hacking, and risk assessment.",1,3,4,3,1,Creative,Cybersecurity Analyst
"Marketing manager with focus on SEO, digital campaigns, and branding.",1,3,3,4,2,Analytical,Marketing Manager
"Project manager with expertise in Scrum, Agile, and stakeholder management.",2,3,3,2,3,Creative,Project Manager
"Business analyst skilled in requirement gathering, process improvement, and data modeling.",3,1,2,1,3,Creative,Business Analyst
"Project manager with expertise in Scrum, Agile, and stakeholder management.",4,4,1,2,1,Conscientious,Project Manager
"Experienced in data visualization, with skills in machine learning and SQL.",3,4,4,1,4,Extraverted,Data Analyst
"Cybersecurity analyst skilled in risk assessment, ethical hacking, and network security.",1,4,2,3,3,Introverted,Cybersecurity Analyst
"Proven track record in CRM, with expertise in negotiation and client management.",3,3,1,1,3,Introverted,Sales Executive
"Software engineer with experience in cloud computing, Java, and Python.",2,3,2,1,3,Openness,Software Engineer
"Developer skilled in Python, Java, and cloud computing.",2,3,1,3,1,Extraverted,Software Engineer
Expert in risk assessment with hands-on experience in ethical hacking and network security.,1,1,3,3,3,Analytical,Cybersecurity Analyst
"Graphic designer experienced in UX/UI design, Adobe Photoshop, and Illustrator.",3,4,4,2,4,Openness,Graphic Designer
Expert in ethical hacking with hands-on experience in risk assessment and network security.,4,1,1,1,2,Creative,Cybersecurity Analyst
"Software engineer with experience in Python, Java, and cloud computing.",2,4,4,2,2,Openness,Software Engineer
"Specialized in natural language processing, with research experience in computer vision and deep learning.",4,4,4,3,1,Extraverted,AI Researcher
"Sales executive with strong skills in CRM, client management, and negotiation.",1,1,3,3,1,Conscientious,Sales Executive
"Cybersecurity analyst skilled in ethical hacking, network security, and risk assessment.",4,3,2,1,1,Analytical,Cybersecurity Analyst
"Cybersecurity analyst skilled in network security, ethical hacking, and risk assessment.",2,1,2,1,2,Openness,Cybersecurity Analyst
"Specialist in Adobe Photoshop, with skills in Illustrator and UX/UI design.",3,1,1,3,4,Creative,Graphic Designer
"Manager experienced in stakeholder management, with background in Agile and Scrum.",4,2,3,1,4,Conscientious,Project Manager
"Sales executive with strong skills in negotiation, client management, and CRM.",3,3,3,1,2,Openness,Sales Executive
"Software engineer with experience in Python, Java, and cloud computing.",1,1,4,4,1,Analytical,Software Engineer
"Business analyst skilled in data modeling, requirement gathering, and process improvement.",3,3,4,2,2,Analytical,Business Analyst
"Manager experienced in stakeholder management, with background in Agile and Scrum.",2,4,1,1,3,Introverted,Project Manager
Expert in network security with hands-on experience in risk assessment and ethical hacking.,2,4,2,3,4,Extraverted,Cybersecurity Analyst
"AI researcher with expertise in natural language processing, deep learning, and computer vision.",1,2,3,4,4,Extraverted,AI Researcher
"Developer skilled in cloud computing, Java, and Python.",3,4,3,4,3,Analytical,Software Engineer
"Proven track record in client management, with expertise in negotiation and CRM.",4,1,3,1,2,Analytical,Sales Executive
"Proven track record in client management, with expertise in CRM and negotiation.",1,4,2,3,2,Analytical,Sales Executive
"Experienced in HR policies, with knowledge of recruitment and employee engagement.",3,4,2,2,4,Openness,HR Specialist
"Cybersecurity analyst skilled in network security, risk assessment, and ethical hacking.",2,2,3,4,3,Conscientious,Cybersecurity Analyst
"HR professional skilled in employee engagement, recruitment, and HR policies.",3,3,2,1,1,Introverted,HR Specialist
"Cybersecurity analyst skilled in network security, ethical hacking, and risk assessment.",2,3,1,1,4,Openness,Cybersecurity Analyst
"Developer skilled in Python, cloud computing, and Java.",4,3,1,3,1,Analytical,Software Engineer
"Data analyst proficient in machine learning, data visualization, and SQL.",2,4,4,1,2,Analytical,Data Analyst
"Proven track record in negotiation, with expertise in CRM and client management.",1,1,3,4,4,Analytical,Sales Executive
"Marketing manager with focus on branding, SEO, and digital campaigns.",1,2,3,3,1,Introverted,Marketing Manager
"Experienced in SQL, with skills in machine learning and data visualization.",2,1,3,1,3,Extraverted,Data Analyst
"AI researcher with expertise in computer vision, natural language processing, and deep learning.",1,3,1,3,4,Openness,AI Researcher
"Developer skilled in cloud computing, Python, and Java.",4,4,1,3,1,Analytical,Software Engineer
"Specialist in Illustrator, with skills in UX/UI design and Adobe Photoshop.",3,2,3,1,1,Openness,Graphic Designer
"Specialist in UX/UI design, with skills in Illustrator and Adobe Photoshop.",4,2,2,4,3,Conscientious,Graphic Designer
Expert in risk assessment with hands-on experience in network security and ethical hacking.,2,1,1,3,1,Extraverted,Cybersecurity Analyst
"Specialized in computer vision, with research experience in natural language processing and deep learning.",4,3,4,3,3,Creative,AI Researcher
"HR professional skilled in employee engagement, HR policies, and recruitment.",3,4,3,4,2,Extraverted,HR Specialist
"Data analyst proficient in data visualization, machine learning, and SQL.",1,2,1,1,4,Openness,Data Analyst
"Proven track record in client management, with expertise in negotiation and CRM.",4,1,3,3,3,Openness,Sales Executive
"Developer skilled in Java, Python, and cloud computing.",2,4,1,1,3,Creative,Software Engineer
Expert in ethical hacking with hands-on experience in network security and risk assessment.,4,3,2,1,2,Analytical,Cybersecurity Analyst
"Specialized in computer vision, with research experience in deep learning and natural language processing.",3,2,1,2,1,Creative,AI Researcher
Expert in risk assessment with hands-on experience in ethical hacking and network security.,4,1,3,3,4,Conscientious,Cybersecurity Analyst
"Sales executive with strong skills in client management, negotiation, and CRM.",2,4,3,4,1,Conscientious,Sales Executive
"Proven track record in negotiation, with expertise in CRM and client management.",3,4,2,4,2,Creative,Sales Executive
"Business analyst skilled in data modeling, process improvement, and requirement gathering.",1,3,4,1,3,Conscientious,Business Analyst
"Software engineer with experience in cloud computing, Python, and Java.",4,2,4,4,1,Conscientious,Software Engineer
"Specialist in Adobe Photoshop, with skills in Illustrator and UX/UI design.",2,3,3,1,1,Introverted,Graphic Designer
"Business analyst skilled in requirement gathering, process improvement, and data modeling.",3,4,4,1,4,Creative,Business Analyst
"Specialist in Adobe Photoshop, with skills in UX/UI design and Illustrator.",4,3,4,3,1,Creative,Graphic Designer
"Experienced in data visualization, with skills in machine learning and SQL.",4,1,2,4,4,Extraverted,Data Analyst
"Graphic designer experienced in UX/UI design, Adobe Photoshop, and Illustrator.",1,4,4,2,4,Openness,Graphic Designer
"Manager experienced in Scrum, with background in stakeholder management and Agile.",4,1,2,1,1,Openness,Project Manager
"Specialized in computer vision, with research experience in natural language processing and deep learning.",4,4,1,4,3,Analytical,AI Researcher
"Sales executive with strong skills in client management, negotiation, and CRM.",3,2,1,4,3,Openness,Sales Executive
"Experienced in SQL, with skills in data visualization and machine learning.",3,1,2,2,4,Creative,Data Analyst
"HR professional skilled in employee engagement, HR policies, and recruitment.",4,4,3,1,4,Analytical,HR Specialist
"Proven track record in negotiation, with expertise in client management and CRM.",3,3,2,4,3,Creative,Sales Executive
"Experienced in SQL, with skills in machine learning and data visualization.",2,4,3,2,4,Conscientious,Data Analyst
"Experienced in HR policies, with knowledge of recruitment and employee engagement.",4,2,4,4,1,Openness,HR Specialist
"Sales executive with strong skills in client management, CRM, and negotiation.",1,2,3,1,3,Extraverted,Sales Executive
"Specialist in Adobe Photoshop, with skills in Illustrator and UX/UI design.",4,2,4,2,1,Conscientious,Graphic Designer
"Marketing manager with focus on digital campaigns, SEO, and branding.",3,1,2,4,4,Openness,Marketing Manager
"AI researcher with expertise in deep learning, computer vision, and natural language processing.",1,2,3,1,4,Openness,AI Researcher
"Data analyst proficient in machine learning, data visualization, and SQL.",3,2,1,2,1,Openness,Data Analyst
"Manager experienced in Agile, with background in stakeholder management and Scrum.",1,3,4,3,1,Analytical,Project Manager
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",4,2,1,2,3,Extraverted,Graphic Designer
"Professional in SEO, experienced in digital campaigns and branding.",1,4,2,4,3,Extraverted,Marketing Manager
"Specialist in Illustrator, with skills in Adobe Photoshop and UX/UI design.",2,2,4,1,4,Openness,Graphic Designer
"Marketing manager with focus on digital campaigns, SEO, and branding.",4,4,2,1,4,Conscientious,Marketing Manager
"HR professional skilled in HR policies, employee engagement, and recruitment.",3,3,1,1,2,Conscientious,HR Specialist
"Developer skilled in Java, cloud computing, and Python.",1,2,3,4,3,Analytical,Software Engineer
"Professional in SEO, experienced in branding and digital campaigns.",3,2,3,2,4,Extraverted,Marketing Manager
"Experienced in recruitment, with knowledge of HR policies and employee engagement.",1,3,2,4,4,Openness,HR Specialist
"Business analyst skilled in data modeling, process improvement, and requirement gathering.",4,4,1,2,1,Openness,Business Analyst
"Project manager with expertise in stakeholder management, Agile, and Scrum.",1,4,4,2,1,Openness,Project Manager
"HR professional skilled in recruitment, HR policies, and employee engagement.",4,3,2,3,2,Creative,HR Specialist
"HR professional skilled in recruitment, employee engagement, and HR policies.",2,2,4,4,3,Creative,HR Specialist
"Developer skilled in Python, cloud computing, and Java.",4,2,3,1,4,Extraverted,Software Engineer
"Experienced in data modeling, with knowledge of process improvement and requirement gathering.",4,3,4,4,3,Conscientious,Business Analyst
"Specialist in Illustrator, with skills in UX/UI design and Adobe Photoshop.",2,4,1,3,4,Creative,Graphic Designer
"Software engineer with experience in Java, cloud computing, and Python.",4,3,2,1,3,Openness,Software Engineer
"AI researcher with expertise in deep learning, natural language processing, and computer vision.",3,1,4,1,3,Conscientious,AI Researcher
"Developer skilled in Java, Python, and cloud computing.",4,4,2,1,1,Conscientious,Software Engineer
Expert in ethical hacking with hands-on experience in network security and risk assessment.,2,4,2,2,2,Openness,Cybersecurity Analyst
"Professional in SEO, experienced in digital campaigns and branding.",4,4,4,1,2,Introverted,Marketing Manager
Expert in ethical hacking with hands-on experience in network security and risk assessment.,2,2,4,4,4,Openness,Cybersecurity Analyst
"Professional in SEO, experienced in branding and digital campaigns.",1,4,2,3,3,Conscientious,Marketing Manager
"Specialized in deep learning, with research experience in computer vision and natural language processing.",3,3,3,4,4,Introverted,AI Researcher
Expert in risk assessment with hands-on experience in network security and ethical hacking.,3,1,3,3,2,Conscientious,Cybersecurity Analyst
"Marketing manager with focus on branding, digital campaigns, and SEO.",3,2,2,3,2,Conscientious,Marketing Manager
"Experienced in data modeling, with knowledge of process improvement and requirement gathering.",2,2,1,1,1,Conscientious,Business Analyst
"Project manager with expertise in Scrum, stakeholder management, and Agile.",3,3,3,1,3,Conscientious,Project Manager
"Software engineer with experience in cloud computing, Python, and Java.",3,4,1,1,2,Analytical,Software Engineer
"Proven track record in negotiation, with expertise in CRM and client management.",3,3,2,4,2,Openness,Sales Executive
"Experienced in HR policies, with knowledge of recruitment and employee engagement.",1,3,3,2,3,Extraverted,HR Specialist
"Specialist in Adobe Photoshop, with skills in UX/UI design and Illustrator.",1,4,1,4,4,Openness,Graphic Designer
Expert in network security with hands-on experience in ethical hacking and risk assessment.,2,3,3,1,3,Analytical,Cybersecurity Analyst
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",3,4,3,1,4,Introverted,Graphic Designer
"Sales executive with strong skills in client management, CRM, and negotiation.",4,4,2,1,2,Openness,Sales Executive
"HR professional skilled in recruitment, employee engagement, and HR policies.",4,4,2,2,4,Introverted,HR Specialist
"Specialist in Illustrator, with skills in UX/UI design and Adobe Photoshop.",3,2,2,2,1,Extraverted,Graphic Designer
Expert in risk assessment with hands-on experience in network security and ethical hacking.,2,4,4,4,4,Analytical,Cybersecurity Analyst
"Specialized in deep learning, with research experience in natural language processing and computer vision.",4,3,4,2,2,Extraverted,AI Researcher
"Business analyst skilled in data modeling, requirement gathering, and process improvement.",3,1,4,1,4,Extraverted,Business Analyst
"AI researcher with expertise in natural language processing, deep learning, and computer vision.",2,2,2,1,2,Introverted,AI Researcher
"Graphic designer experienced in UX/UI design, Adobe Photoshop, and Illustrator.",4,3,1,2,1,Creative,Graphic Designer
"Developer skilled in Java, Python, and cloud computing.",3,1,3,4,3,Openness,Software Engineer
Expert in ethical hacking with hands-on experience in network security and risk assessment.,2,2,1,4,4,Extraverted,Cybersecurity Analyst
"Developer skilled in cloud computing, Python, and Java.",2,3,1,4,1,Introverted,Software Engineer
"Developer skilled in cloud computing, Java, and Python.",1,1,2,2,2,Creative,Software Engineer
"Sales executive with strong skills in negotiation, client management, and CRM.",2,3,1,1,3,Introverted,Sales Executive
"Experienced in SQL, with skills in data visualization and machine learning.",4,3,1,1,4,Introverted,Data Analyst
"Manager experienced in Scrum, with background in Agile and stakeholder management.",1,4,1,4,3,Openness,Project Manager
"Software engineer with experience in cloud computing, Python, and Java.",1,3,4,2,3,Extraverted,Software Engineer
"Sales executive with strong skills in client management, CRM, and negotiation.",2,3,3,2,1,Extraverted,Sales Executive
"AI researcher with expertise in computer vision, natural language processing, and deep learning.",3,4,4,1,1,Analytical,AI Researcher
"Experienced in requirement gathering, with knowledge of data modeling and process improvement.",3,3,2,2,4,Creative,Business Analyst
"HR professional skilled in recruitment, employee engagement, and HR policies.",3,3,2,3,3,Openness,HR Specialist
Expert in network security with hands-on experience in risk assessment and ethical hacking.,3,2,4,4,2,Introverted,Cybersecurity Analyst
"Experienced in recruitment, with knowledge of employee engagement and HR policies.",3,4,1,2,3,Extraverted,HR Specialist
"Proven track record in CRM, with expertise in negotiation and client management.",2,4,1,4,4,Openness,Sales Executive
"HR professional skilled in HR policies, recruitment, and employee engagement.",2,1,3,1,4,Extraverted,HR Specialist
"Sales executive with strong skills in CRM, negotiation, and client management.",3,3,2,4,1,Introverted,Sales Executive
"Specialist in UX/UI design, with skills in Adobe Photoshop and Illustrator.",3,1,4,4,1,Openness,Graphic Designer
"Sales executive with strong skills in negotiation, CRM, and client management.",1,3,1,3,2,Introverted,Sales Executive
"Experienced in data visualization, with skills in SQL and machine learning.",2,4,3,4,3,Introverted,Data Analyst
"Marketing manager with focus on SEO, digital campaigns, and branding.",1,4,1,1,2,Creative,Marketing Manager
"Specialized in deep learning, with research experience in natural language processing and computer vision.",4,3,4,3,3,Openness,AI Researcher
"Cybersecurity analyst skilled in risk assessment, network security, and ethical hacking.",2,1,4,4,4,Introverted,Cybersecurity Analyst
"Cybersecurity analyst skilled in ethical hacking, network security, and risk assessment.",1,1,4,2,1,Introverted,Cybersecurity Analyst
"Developer skilled in Python, cloud computing, and Java.",1,2,1,2,1,Introverted,Software Engineer
"Professional in digital campaigns, experienced in branding and SEO.",4,3,3,4,2,Openness,Marketing Manager
"Proven track record in negotiation, with expertise in client management and CRM.",4,4,2,2,3,Analytical,Sales Executive
"Professional in digital campaigns, experienced in branding and SEO.",4,3,3,1,2,Conscientious,Marketing Manager
"Experienced in requirement gathering, with knowledge of data modeling and process improvement.",4,1,4,1,1,Analytical,Business Analyst
"Experienced in data modeling, with knowledge of requirement gathering and process improvement.",3,4,1,1,1,Analytical,Business Analyst
"Sales executive with strong skills in CRM, client management, and negotiation.",2,2,3,4,3,Creative,Sales Executive
"Marketing manager with focus on SEO, digital campaigns, and branding.",2,2,1,3,2,Creative,Marketing Manager
"Manager experienced in Scrum, with background in stakeholder management and Agile.",1,1,2,4,2,Creative,Project Manager
"Graphic designer experienced in UX/UI design, Illustrator, and Adobe Photoshop.",1,1,2,4,1,Extraverted,Graphic Designer
Expert in ethical hacking with hands-on experience in network security and risk assessment.,4,4,2,3,4,Analytical,Cybersecurity Analyst
"Sales executive with strong skills in CRM, negotiation, and client management.",2,4,2,2,1,Creative,Sales Executive
"Specialist in UX/UI design, with skills in Illustrator and Adobe Photoshop.",3,4,3,3,4,Introverted,Graphic Designer
Expert in network security with hands-on experience in ethical hacking and risk assessment.,4,3,2,1,2,Extraverted,Cybersecurity Analyst
"Developer skilled in Python, cloud computing, and Java.",1,1,3,3,3,Introverted,Software Engineer
Expert in risk assessment with hands-on experience in ethical hacking and network security.,1,2,1,4,3,Creative,Cybersecurity Analyst
Expert in network security with hands-on experience in risk assessment and ethical hacking.,2,1,3,2,4,Conscientious,Cybersecurity Analyst
"Professional in SEO, experienced in digital campaigns and branding.",3,3,2,4,3,Extraverted,Marketing Manager
"Cybersecurity analyst skilled in network security, ethical hacking, and risk assessment.",1,3,1,2,1,Conscientious,Cybersecurity Analyst
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",4,2,2,4,2,Extraverted,Business Analyst
"Experienced in data modeling, with knowledge of process improvement and requirement gathering.",1,2,2,2,1,Openness,Business Analyst
"Graphic designer experienced in UX/UI design, Illustrator, and Adobe Photoshop.",4,4,1,2,1,Analytical,Graphic Designer
"Experienced in data modeling, with knowledge of process improvement and requirement gathering.",3,1,3,1,3,Creative,Business Analyst
"Professional in branding, experienced in digital campaigns and SEO.",2,3,2,2,1,Openness,Marketing Manager
"Experienced in employee engagement, with knowledge of recruitment and HR policies.",4,1,2,1,1,Creative,HR Specialist
"Specialized in deep learning, with research experience in computer vision and natural language processing.",3,3,1,4,4,Extraverted,AI Researcher
"Business analyst skilled in process improvement, requirement gathering, and data modeling.",4,1,2,2,4,Creative,Business Analyst
"Experienced in HR policies, with knowledge of employee engagement and recruitment.",2,3,3,1,4,Openness,HR Specialist
"Experienced in recruitment, with knowledge of HR policies and employee engagement.",4,1,1,1,3,Analytical,HR Specialist
"Specialized in computer vision, with research experience in natural language processing and deep learning.",2,2,1,4,2,Analytical,AI Researcher
Expert in ethical hacking with hands-on experience in risk assessment and network security.,4,3,4,1,2,Analytical,Cybersecurity Analyst
"Proven track record in CRM, with expertise in negotiation and client management.",3,2,4,2,4,Openness,Sales Executive
"Experienced in recruitment, with knowledge of employee engagement and HR policies.",4,1,3,2,3,Conscientious,HR Specialist
"Data analyst proficient in machine learning, data visualization, and SQL.",4,3,2,2,4,Analytical,Data Analyst
"Proven track record in client management, with expertise in CRM and negotiation.",3,2,3,2,1,Extraverted,Sales Executive
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",3,4,3,4,4,Conscientious,Graphic Designer
"HR professional skilled in recruitment, employee engagement, and HR policies.",3,1,1,1,3,Conscientious,HR Specialist
"Business analyst skilled in data modeling, process improvement, and requirement gathering.",2,1,2,1,2,Introverted,Business Analyst
"Specialist in UX/UI design, with skills in Illustrator and Adobe Photoshop.",3,3,1,4,3,Conscientious,Graphic Designer
"AI researcher with expertise in computer vision, deep learning, and natural language processing.",3,2,2,3,3,Conscientious,AI Researcher
"Marketing manager with focus on branding, digital campaigns, and SEO.",2,1,4,3,2,Introverted,Marketing Manager
"Manager experienced in Scrum, with background in Agile and stakeholder management.",2,1,4,1,3,Conscientious,Project Manager
"Data analyst proficient in machine learning, SQL, and data visualization.",3,2,4,3,4,Conscientious,Data Analyst
"Cybersecurity analyst skilled in ethical hacking, network security, and risk assessment.",2,2,1,1,4,Introverted,Cybersecurity Analyst
"Specialized in natural language processing, with research experience in computer vision and deep learning.",1,3,1,4,2,Creative,AI Researcher
"Experienced in data visualization, with skills in machine learning and SQL.",2,2,4,4,4,Introverted,Data Analyst
"Business analyst skilled in requirement gathering, process improvement, and data modeling.",1,4,3,1,3,Introverted,Business Analyst
"Project manager with expertise in Agile, Scrum, and stakeholder management.",1,3,2,1,4,Openness,Project Manager
"Manager experienced in Scrum, with background in stakeholder management and Agile.",3,1,1,2,4,Extraverted,Project Manager
"Proven track record in CRM, with expertise in negotiation and client management.",3,1,1,2,4,Introverted,Sales Executive
"Marketing manager with focus on branding, SEO, and digital campaigns.",4,1,4,4,3,Extraverted,Marketing Manager
"Experienced in employee engagement, with knowledge of recruitment and HR policies.",2,4,2,1,4,Creative,HR Specialist
"Developer skilled in Python, Java, and cloud computing.",4,4,4,1,1,Extraverted,Software Engineer
"Experienced in data modeling, with knowledge of requirement gathering and process improvement.",3,3,1,3,1,Openness,Business Analyst
"Professional in branding, experienced in digital campaigns and SEO.",3,3,2,3,4,Introverted,Marketing Manager
"Specialized in computer vision, with research experience in deep learning and natural language processing.",2,4,1,4,3,Openness,AI Researcher
"AI researcher with expertise in natural language processing, deep learning, and computer vision.",4,3,4,4,4,Conscientious,AI Researcher
"Software engineer with experience in Python, cloud computing, and Java.",2,2,1,3,1,Analytical,Software Engineer
"Marketing manager with focus on branding, SEO, and digital campaigns.",2,1,2,2,2,Extraverted,Marketing Manager
"Data analyst proficient in data visualization, SQL, and machine learning.",1,3,2,4,2,Conscientious,Data Analyst
"Experienced in requirement gathering, with knowledge of process improvement and data modeling.",4,4,4,2,3,Introverted,Business Analyst
"Software engineer with experience in Java, cloud computing, and Python.",2,4,1,1,3,Extraverted,Software Engineer
"Experienced in requirement gathering, with knowledge of data modeling and process improvement.",4,2,3,3,3,Conscientious,Business Analyst
"HR professional skilled in recruitment, HR policies, and employee engagement.",1,1,4,4,3,Openness,HR Specialist
"Specialized in natural language processing, with research experience in deep learning and computer vision.",4,1,4,3,4,Openness,AI Researcher
"Developer skilled in Java, cloud computing, and Python.",3,3,1,1,1,Conscientious,Software Engineer
"Sales executive with strong skills in CRM, client management, and negotiation.",1,3,1,2,1,Openness,Sales Executive
"Software engineer with experience in cloud computing, Python, and Java.",3,1,2,1,3,Introverted,Software Engineer
"Experienced in machine learning, with skills in data visualization and SQL.",3,4,2,1,4,Conscientious,Data Analyst
"Experienced in data visualization, with skills in machine learning and SQL.",4,1,4,1,1,Conscientious,Data Analyst
"Proven track record in negotiation, with expertise in client management and CRM.",3,2,3,2,3,Creative,Sales Executive
"Marketing manager with focus on digital campaigns, SEO, and branding.",4,2,4,2,1,Introverted,Marketing Manager
"Sales executive with strong skills in client management, CRM, and negotiation.",2,1,3,4,1,Openness,Sales Executive
"Project manager with expertise in Scrum, Agile, and stakeholder management.",4,1,4,2,2,Openness,Project Manager
"Marketing manager with focus on branding, SEO, and digital campaigns.",4,2,2,3,4,Conscientious,Marketing Manager
"Specialist in UX/UI design, with skills in Adobe Photoshop and Illustrator.",4,4,1,2,1,Openness,Graphic Designer
"Professional in SEO, experienced in branding and digital campaigns.",4,1,3,1,2,Analytical,Marketing Manager
"Graphic designer experienced in UX/UI design, Adobe Photoshop, and Illustrator.",2,3,3,3,3,Creative,Graphic Designer
"Sales executive with strong skills in client management, CRM, and negotiation.",2,2,2,1,2,Conscientious,Sales Executive
"Marketing manager with focus on digital campaigns, branding, and SEO.",3,4,2,3,1,Conscientious,Marketing Manager
"Professional in SEO, experienced in digital campaigns and branding.",2,2,4,3,4,Openness,Marketing Manager
"Marketing manager with focus on SEO, branding, and digital campaigns.",2,2,4,3,1,Introverted,Marketing Manager
"Software engineer with experience in cloud computing, Python, and Java.",2,2,3,2,1,Analytical,Software Engineer
"Marketing manager with focus on SEO, branding, and digital campaigns.",2,3,2,3,3,Conscientious,Marketing Manager
"Cybersecurity analyst skilled in network security, risk assessment, and ethical hacking.",3,2,4,4,3,Introverted,Cybersecurity Analyst
