cv_text,quiz_q1,quiz_q2,quiz_q3,quiz_q4,quiz_q5,personality_label,job_role_label
"Geophysical data processor with expertise in employee engagement, talent acquisition, onboarding.",2,3,4,2,4,Extraverted,HR Manager
"Printmaker with expertise in HRIS, talent acquisition, onboarding.",3,3,1,4,3,Extraverted,HR Manager
"Pharmacist, community with expertise in statistics, deep learning, data mining.",2,1,2,2,4,Openness,Data Scientist
"Merchandiser, retail with expertise in firewall, incident response, network security.",3,3,2,4,3,Analytical,Cybersecurity Analyst
"Science writer with expertise in penetration testing, incident response, risk assessment.",4,1,1,4,2,Analytical,Cybersecurity Analyst
"Claims inspector/assessor with expertise in wireframing, prototyping, Adobe Creative Suite.",4,3,4,1,1,Creative,Graphic Designer
"Therapist, art with expertise in Agile, stakeholder management, budgeting.",1,1,1,4,1,Introverted,Project Manager
"Recruitment consultant with expertise in incident response, network security, risk assessment.",1,2,4,1,1,Analytical,Cybersecurity Analyst
"Clinical biochemist with expertise in risk assessment, incident response, network security.",1,2,4,3,2,Analytical,Cybersecurity Analyst
"Archaeologist with expertise in DevOps, Python, cloud computing.",3,3,3,4,2,Openness,Software Engineer
"Electrical engineer with expertise in Java, DevOps, Python.",4,1,3,1,2,Openness,Software Engineer
"Armed forces operational officer with expertise in onboarding, benefits management, HRIS.",4,2,2,1,4,Extraverted,HR Manager
"Medical sales representative with expertise in Java, cloud computing, DevOps.",4,4,1,1,1,Openness,Software Engineer
"Electrical engineer with expertise in firewall, network security, incident response.",1,4,4,4,3,Analytical,Cybersecurity Analyst
"Engineer, technical sales with expertise in Power BI, SQL, data visualization.",3,1,3,4,1,Openness,Data Analyst
"Consulting civil engineer with expertise in campaigns, analytics, branding.",3,3,4,2,1,Extraverted,Marketing Manager
"Chemist, analytical with expertise in branding, customer engagement, analytics.",4,4,4,3,3,Extraverted,Marketing Manager
"Primary school teacher with expertise in wireframing, branding, prototyping.",1,3,4,2,1,Creative,Graphic Designer
"Engineer, electronics with expertise in network security, risk assessment, penetration testing.",2,2,1,1,1,Analytical,Cybersecurity Analyst
"Drilling engineer with expertise in prototyping, wireframing, branding.",4,2,2,3,3,Creative,Graphic Designer
"Holiday representative with expertise in APIs, Java, cloud computing.",4,3,4,3,3,Openness,Software Engineer
"Further education lecturer with expertise in campaigns, analytics, branding.",1,4,4,4,2,Extraverted,Marketing Manager
"Chief of Staff with expertise in talent acquisition, HRIS, onboarding.",4,2,4,1,3,Extraverted,HR Manager
"Higher education lecturer with expertise in Python, predictive analytics, statistics.",2,1,2,2,2,Openness,Data Scientist
"Clinical scientist, histocompatibility and immunogenetics with expertise in employee engagement, onboarding, talent acquisition.",3,3,1,1,1,Extraverted,HR Manager
"Dance movement psychotherapist with expertise in data mining, Python, predictive analytics.",2,2,1,1,4,Openness,Data Scientist
"Medical secretary with expertise in Java, cloud computing, DevOps.",2,3,1,2,3,Openness,Software Engineer
"Product/process development scientist with expertise in financial models, risk management, budgeting.",3,2,3,4,2,Analytical,Financial Analyst
"Presenter, broadcasting with expertise in branding, wireframing, prototyping.",3,2,4,1,2,Creative,Graphic Designer
"Advertising art director with expertise in firewall, risk assessment, penetration testing.",2,1,1,2,1,Analytical,Cybersecurity Analyst
"Best boy with expertise in APIs, cloud computing, DevOps.",3,2,1,2,4,Openness,Software Engineer
"Health promotion specialist with expertise in Power BI, data visualization, statistics.",3,2,4,3,1,Openness,Data Analyst
"Broadcast journalist with expertise in risk management, financial models, forecasting.",4,3,2,1,1,Analytical,Financial Analyst
"Teacher, adult education with expertise in analytics, campaigns, branding.",3,3,1,4,2,Extraverted,Marketing Manager
"Psychiatric nurse with expertise in data visualization, machine learning, Power BI.",2,4,2,4,4,Openness,Data Analyst
"Speech and language therapist with expertise in cloud computing, Python, APIs.",4,1,1,4,2,Openness,Software Engineer
"Secretary/administrator with expertise in wireframing, prototyping, UI/UX.",3,1,3,2,3,Creative,Graphic Designer
"Information systems manager with expertise in branding, campaigns, customer engagement.",3,4,3,4,2,Extraverted,Marketing Manager
"Communications engineer with expertise in customer engagement, analytics, branding.",3,2,4,2,2,Extraverted,Marketing Manager
"Manufacturing engineer with expertise in risk management, stakeholder management, Scrum.",2,3,4,2,2,Introverted,Project Manager
"Stage manager with expertise in Python, statistics, data mining.",3,4,1,3,2,Openness,Data Scientist
"Web designer with expertise in incident response, network security, firewall.",4,2,3,1,2,Analytical,Cybersecurity Analyst
"Designer, furniture with expertise in Java, APIs, Python.",3,4,2,1,4,Openness,Software Engineer
"Telecommunications researcher with expertise in incident response, network security, risk assessment.",1,4,1,3,4,Analytical,Cybersecurity Analyst
"Designer, television/film set with expertise in benefits management, talent acquisition, onboarding.",2,4,1,4,3,Extraverted,HR Manager
"Financial planner with expertise in statistics, data visualization, SQL.",3,4,3,2,1,Openness,Data Analyst
"Programme researcher, broadcasting/film/video with expertise in Scrum, risk management, Agile.",3,2,3,3,3,Introverted,Project Manager
"Furniture conservator/restorer with expertise in Scrum, risk management, Agile.",1,3,4,4,2,Introverted,Project Manager
"Careers adviser with expertise in branding, Adobe Creative Suite, prototyping.",4,3,3,4,4,Creative,Graphic Designer
"Pharmacist, hospital with expertise in branding, campaigns, customer engagement.",2,3,2,4,4,Extraverted,Marketing Manager
"General practice doctor with expertise in firewall, network security, penetration testing.",2,1,3,1,4,Analytical,Cybersecurity Analyst
"Neurosurgeon with expertise in budgeting, financial models, risk management.",4,1,2,4,2,Analytical,Financial Analyst
"Surveyor, land/geomatics with expertise in cloud computing, DevOps, Python.",3,4,4,3,3,Openness,Software Engineer
"Publishing copy with expertise in incident response, penetration testing, firewall.",1,3,3,2,2,Analytical,Cybersecurity Analyst
"IT consultant with expertise in risk assessment, network security, firewall.",3,4,4,2,4,Analytical,Cybersecurity Analyst
"Copy with expertise in predictive analytics, data mining, statistics.",2,1,2,4,3,Openness,Data Scientist
"Historic buildings inspector/conservation officer with expertise in APIs, cloud computing, DevOps.",2,4,4,4,4,Openness,Software Engineer
"Brewing technologist with expertise in SQL, Power BI, machine learning.",1,1,1,4,2,Openness,Data Analyst
"Call centre manager with expertise in prototyping, branding, Adobe Creative Suite.",3,3,1,4,2,Creative,Graphic Designer
"Interior and spatial designer with expertise in Excel, forecasting, risk management.",1,3,4,4,3,Analytical,Financial Analyst
"Barrister's clerk with expertise in onboarding, benefits management, talent acquisition.",4,3,4,2,3,Extraverted,HR Manager
"Dentist with expertise in HRIS, benefits management, employee engagement.",2,4,4,4,2,Extraverted,HR Manager
"Equities trader with expertise in DevOps, Python, APIs.",1,4,4,2,2,Openness,Software Engineer
"Arts administrator with expertise in predictive analytics, deep learning, statistics.",1,2,3,3,3,Openness,Data Scientist
"Midwife with expertise in SQL, machine learning, statistics.",3,4,3,4,4,Openness,Data Analyst
"Marine scientist with expertise in campaigns, analytics, branding.",1,4,1,2,4,Extraverted,Marketing Manager
"Pharmacist, hospital with expertise in firewall, risk assessment, network security.",3,1,4,1,4,Analytical,Cybersecurity Analyst
"Food technologist with expertise in machine learning, data visualization, SQL.",1,3,2,4,3,Openness,Data Analyst
"Pharmacist, community with expertise in Adobe Creative Suite, prototyping, UI/UX.",4,3,2,4,3,Creative,Graphic Designer
"Fast food restaurant manager with expertise in branding, analytics, campaigns.",1,4,1,1,4,Extraverted,Marketing Manager
"Make with expertise in campaigns, SEO, branding.",1,1,4,4,4,Extraverted,Marketing Manager
"Chief of Staff with expertise in branding, analytics, customer engagement.",4,2,3,4,3,Extraverted,Marketing Manager
"Engineer, manufacturing with expertise in statistics, deep learning, predictive analytics.",3,3,1,4,3,Openness,Data Scientist
"Engineer, site with expertise in risk management, budgeting, forecasting.",3,2,4,3,1,Analytical,Financial Analyst
"Magazine journalist with expertise in campaigns, analytics, customer engagement.",3,3,4,3,2,Extraverted,Marketing Manager
"Estate agent with expertise in risk management, financial models, budgeting.",2,3,3,1,3,Analytical,Financial Analyst
"Research officer, trade union with expertise in network security, penetration testing, incident response.",4,1,4,4,3,Analytical,Cybersecurity Analyst
"Bonds trader with expertise in risk management, budgeting, Scrum.",3,1,2,1,2,Introverted,Project Manager
"Scientist, research (medical) with expertise in network security, risk assessment, incident response.",4,1,2,3,3,Analytical,Cybersecurity Analyst
"Psychologist, prison and probation services with expertise in customer engagement, analytics, SEO.",4,4,3,3,4,Extraverted,Marketing Manager
"IT technical support officer with expertise in statistics, machine learning, data visualization.",3,2,4,1,2,Openness,Data Analyst
"Arts development officer with expertise in forecasting, budgeting, financial models.",4,4,4,1,3,Analytical,Financial Analyst
"Civil Service fast streamer with expertise in financial models, Excel, risk management.",4,4,4,3,3,Analytical,Financial Analyst
"Restaurant manager, fast food with expertise in onboarding, benefits management, talent acquisition.",3,2,3,2,3,Extraverted,HR Manager
"Tax inspector with expertise in risk assessment, firewall, network security.",2,4,1,1,1,Analytical,Cybersecurity Analyst
"Automotive engineer with expertise in talent acquisition, onboarding, benefits management.",1,3,3,2,4,Extraverted,HR Manager
"Make with expertise in Java, Python, DevOps.",4,1,1,4,1,Openness,Software Engineer
"Exercise physiologist with expertise in onboarding, HRIS, employee engagement.",4,3,2,1,1,Extraverted,HR Manager
"Data scientist with expertise in prototyping, branding, Adobe Creative Suite.",1,1,2,3,4,Creative,Graphic Designer
"Teacher, secondary school with expertise in stakeholder management, risk management, Agile.",3,4,4,4,1,Introverted,Project Manager
"Engineer, biomedical with expertise in Python, APIs, DevOps.",2,4,4,4,4,Openness,Software Engineer
"Electronics engineer with expertise in Agile, stakeholder management, budgeting.",1,3,4,4,1,Introverted,Project Manager
"Development worker, community with expertise in cloud computing, Python, DevOps.",1,3,1,1,2,Openness,Software Engineer
"Cytogeneticist with expertise in Java, APIs, DevOps.",4,4,3,3,1,Openness,Software Engineer
"Operational investment banker with expertise in branding, campaigns, SEO.",4,2,4,1,3,Extraverted,Marketing Manager
"Clinical molecular geneticist with expertise in forecasting, budgeting, financial models.",4,4,2,2,3,Analytical,Financial Analyst
"Structural engineer with expertise in APIs, Java, DevOps.",2,1,4,4,1,Openness,Software Engineer
"Management consultant with expertise in UI/UX, branding, prototyping.",1,2,2,2,3,Creative,Graphic Designer
"Licensed conveyancer with expertise in Adobe Creative Suite, UI/UX, prototyping.",4,2,2,2,3,Creative,Graphic Designer
"Teacher, special educational needs with expertise in predictive analytics, data mining, deep learning.",3,1,4,1,3,Openness,Data Scientist
"Toxicologist with expertise in HRIS, talent acquisition, employee engagement.",4,4,4,1,4,Extraverted,HR Manager
"Company secretary with expertise in SQL, machine learning, Power BI.",3,1,2,4,4,Openness,Data Analyst
"Administrator, arts with expertise in Excel, forecasting, financial models.",3,4,3,2,1,Analytical,Financial Analyst
"Trading standards officer with expertise in APIs, Python, Java.",3,1,3,2,2,Openness,Software Engineer
"Administrator, local government with expertise in employee engagement, onboarding, talent acquisition.",1,2,3,1,2,Extraverted,HR Manager
"Sales promotion account executive with expertise in Adobe Creative Suite, UI/UX, wireframing.",3,3,2,3,1,Creative,Graphic Designer
"Pathologist with expertise in analytics, campaigns, branding.",3,3,2,3,3,Extraverted,Marketing Manager
"Financial controller with expertise in budgeting, financial models, Excel.",3,4,3,1,1,Analytical,Financial Analyst
"Engineer, drilling with expertise in machine learning, SQL, data visualization.",3,2,3,2,1,Openness,Data Analyst
"Accountant, chartered management with expertise in talent acquisition, HRIS, onboarding.",1,4,1,3,2,Extraverted,HR Manager
"Pathologist with expertise in Agile, budgeting, Scrum.",1,1,2,2,4,Introverted,Project Manager
"Administrator, arts with expertise in risk management, Agile, Scrum.",3,2,3,1,2,Introverted,Project Manager
"Social researcher with expertise in UI/UX, Adobe Creative Suite, branding.",3,1,4,4,4,Creative,Graphic Designer
"Designer, multimedia with expertise in Power BI, machine learning, data visualization.",3,4,4,4,1,Openness,Data Analyst
"Patent attorney with expertise in Python, statistics, predictive analytics.",1,1,1,1,1,Openness,Data Scientist
"Photographer with expertise in wireframing, prototyping, branding.",4,2,4,4,2,Creative,Graphic Designer
"Surveyor, building with expertise in SEO, branding, customer engagement.",2,4,2,2,2,Extraverted,Marketing Manager
"Public librarian with expertise in APIs, DevOps, cloud computing.",3,2,2,4,4,Openness,Software Engineer
"Geophysical data processor with expertise in data visualization, machine learning, Power BI.",4,1,2,3,4,Openness,Data Analyst
"Nurse, adult with expertise in incident response, risk assessment, penetration testing.",3,4,1,3,2,Analytical,Cybersecurity Analyst
"Occupational psychologist with expertise in campaigns, SEO, branding.",4,1,1,3,3,Extraverted,Marketing Manager
"Scientist, physiological with expertise in Agile, budgeting, Scrum.",1,4,3,3,4,Introverted,Project Manager
"Advertising account executive with expertise in Scrum, Agile, risk management.",3,1,4,2,4,Introverted,Project Manager
"Armed forces logistics/support/administrative officer with expertise in statistics, machine learning, SQL.",2,2,2,1,1,Openness,Data Analyst
"Charity fundraiser with expertise in branding, Adobe Creative Suite, UI/UX.",4,4,3,4,2,Creative,Graphic Designer
"Secretary/administrator with expertise in forecasting, Excel, budgeting.",3,2,4,1,1,Analytical,Financial Analyst
"Paramedic with expertise in customer engagement, campaigns, branding.",1,2,1,1,4,Extraverted,Marketing Manager
"Armed forces operational officer with expertise in employee engagement, talent acquisition, benefits management.",4,1,4,3,1,Extraverted,HR Manager
"Writer with expertise in risk management, financial models, forecasting.",1,2,4,3,4,Analytical,Financial Analyst
"Gaffer with expertise in statistics, machine learning, SQL.",2,4,2,3,1,Openness,Data Analyst
"Solicitor, Scotland with expertise in penetration testing, network security, incident response.",1,3,2,2,2,Analytical,Cybersecurity Analyst
"Fitness centre manager with expertise in network security, incident response, penetration testing.",2,1,3,4,4,Analytical,Cybersecurity Analyst
"Nurse, adult with expertise in Python, statistics, data mining.",4,2,4,1,2,Openness,Data Scientist
"Adult nurse with expertise in stakeholder management, Agile, risk management.",4,4,1,1,4,Introverted,Project Manager
"Production assistant, radio with expertise in Agile, Scrum, budgeting.",2,2,4,1,1,Introverted,Project Manager
"Field seismologist with expertise in Scrum, Agile, risk management.",3,2,2,2,1,Introverted,Project Manager
"Personal assistant with expertise in data mining, Python, predictive analytics.",4,4,4,1,1,Openness,Data Scientist
"Heritage manager with expertise in talent acquisition, HRIS, employee engagement.",4,3,4,1,2,Extraverted,HR Manager
"Manufacturing systems engineer with expertise in SEO, branding, customer engagement.",3,2,1,1,3,Extraverted,Marketing Manager
"Systems analyst with expertise in onboarding, talent acquisition, benefits management.",3,3,3,2,1,Extraverted,HR Manager
"Animal nutritionist with expertise in Scrum, stakeholder management, Agile.",4,4,4,4,4,Introverted,Project Manager
"Runner, broadcasting/film/video with expertise in incident response, firewall, risk assessment.",1,1,2,3,3,Analytical,Cybersecurity Analyst
"Actuary with expertise in Power BI, SQL, statistics.",3,4,2,2,3,Openness,Data Analyst
"Television camera operator with expertise in wireframing, prototyping, UI/UX.",1,3,4,1,2,Creative,Graphic Designer
"Firefighter with expertise in Python, APIs, cloud computing.",3,4,3,1,2,Openness,Software Engineer
"Therapist, speech and language with expertise in wireframing, branding, Adobe Creative Suite.",1,4,2,2,3,Creative,Graphic Designer
"Bonds trader with expertise in UI/UX, wireframing, branding.",1,1,2,2,3,Creative,Graphic Designer
"Armed forces technical officer with expertise in risk management, Scrum, stakeholder management.",1,2,3,2,2,Introverted,Project Manager
"Plant breeder/geneticist with expertise in network security, penetration testing, risk assessment.",1,1,1,4,4,Analytical,Cybersecurity Analyst
"Commercial horticulturist with expertise in branding, Adobe Creative Suite, prototyping.",4,4,1,4,4,Creative,Graphic Designer
"Clinical cytogeneticist with expertise in risk management, budgeting, financial models.",3,2,4,4,3,Analytical,Financial Analyst
"Records manager with expertise in talent acquisition, employee engagement, onboarding.",4,2,3,1,1,Extraverted,HR Manager
"Brewing technologist with expertise in machine learning, data visualization, Power BI.",1,4,4,1,1,Openness,Data Analyst
"Accountant, chartered public finance with expertise in financial models, risk management, Excel.",1,3,4,1,2,Analytical,Financial Analyst
"Health service manager with expertise in DevOps, cloud computing, Java.",4,3,2,3,2,Openness,Software Engineer
"Scientist, forensic with expertise in stakeholder management, budgeting, Scrum.",4,3,3,3,4,Introverted,Project Manager
"Editor, film/video with expertise in employee engagement, onboarding, benefits management.",3,1,2,2,4,Extraverted,HR Manager
"Production engineer with expertise in machine learning, SQL, statistics.",3,4,3,4,4,Openness,Data Analyst
"Private music teacher with expertise in risk management, budgeting, financial models.",1,4,1,2,2,Analytical,Financial Analyst
"Designer, fashion/clothing with expertise in analytics, branding, customer engagement.",2,2,2,2,2,Extraverted,Marketing Manager
"Chief Strategy Officer with expertise in Agile, Scrum, budgeting.",3,4,2,1,4,Introverted,Project Manager
"Colour technologist with expertise in Scrum, Agile, budgeting.",2,2,2,2,4,Introverted,Project Manager
"Conservator, furniture with expertise in stakeholder management, Scrum, risk management.",3,2,3,4,4,Introverted,Project Manager
"Estate agent with expertise in risk management, forecasting, Excel.",4,2,3,1,2,Analytical,Financial Analyst
"Information systems manager with expertise in budgeting, risk management, Scrum.",3,4,4,2,3,Introverted,Project Manager
"Applications developer with expertise in Python, Java, DevOps.",1,1,3,2,4,Openness,Software Engineer
"IT technical support officer with expertise in penetration testing, incident response, risk assessment.",3,1,4,1,3,Analytical,Cybersecurity Analyst
"Television/film/video producer with expertise in budgeting, risk management, Agile.",4,2,4,3,4,Introverted,Project Manager
"Industrial/product designer with expertise in branding, SEO, analytics.",1,1,1,2,3,Extraverted,Marketing Manager
"Scientist, marine with expertise in Python, DevOps, APIs.",1,3,3,2,3,Openness,Software Engineer
"Media buyer with expertise in predictive analytics, data mining, deep learning.",3,2,3,2,2,Openness,Data Scientist
"Arts development officer with expertise in DevOps, Python, APIs.",3,3,3,2,4,Openness,Software Engineer
"Research scientist (life sciences) with expertise in Agile, risk management, Scrum.",2,3,2,2,3,Introverted,Project Manager
"Soil scientist with expertise in UI/UX, Adobe Creative Suite, wireframing.",1,4,2,2,3,Creative,Graphic Designer
"Records manager with expertise in Python, cloud computing, APIs.",3,4,1,4,2,Openness,Software Engineer
"Architect with expertise in Power BI, statistics, SQL.",3,4,4,4,3,Openness,Data Analyst
"Higher education lecturer with expertise in data mining, deep learning, predictive analytics.",1,3,3,4,4,Openness,Data Scientist
"Surveyor, rural practice with expertise in customer engagement, campaigns, analytics.",3,1,3,3,3,Extraverted,Marketing Manager
"Education administrator with expertise in statistics, Python, predictive analytics.",3,4,1,4,2,Openness,Data Scientist
"Clinical psychologist with expertise in analytics, customer engagement, branding.",1,1,1,3,4,Extraverted,Marketing Manager
"Engineer, land with expertise in data visualization, Power BI, SQL.",3,4,2,3,4,Openness,Data Analyst
"Advertising art director with expertise in HRIS, benefits management, talent acquisition.",3,1,3,2,3,Extraverted,HR Manager
"Broadcast engineer with expertise in budgeting, Agile, risk management.",3,1,1,3,4,Introverted,Project Manager
"Embryologist, clinical with expertise in Python, APIs, DevOps.",2,4,4,4,3,Openness,Software Engineer
"Occupational hygienist with expertise in risk assessment, penetration testing, network security.",4,2,4,4,4,Analytical,Cybersecurity Analyst
"Engineer, structural with expertise in analytics, branding, customer engagement.",1,3,2,1,3,Extraverted,Marketing Manager
"Electrical engineer with expertise in statistics, machine learning, SQL.",2,4,3,1,1,Openness,Data Analyst
"Animal nutritionist with expertise in forecasting, risk management, budgeting.",4,3,1,2,1,Analytical,Financial Analyst
"Quality manager with expertise in Adobe Creative Suite, prototyping, UI/UX.",1,3,2,2,4,Creative,Graphic Designer
"Naval architect with expertise in data visualization, Power BI, machine learning.",1,2,3,4,3,Openness,Data Analyst
"Hotel manager with expertise in benefits management, employee engagement, HRIS.",4,2,4,2,2,Extraverted,HR Manager
"Financial adviser with expertise in customer engagement, SEO, branding.",2,4,2,4,4,Extraverted,Marketing Manager
"Copy with expertise in campaigns, customer engagement, SEO.",4,2,3,4,3,Extraverted,Marketing Manager
"Programmer, multimedia with expertise in onboarding, HRIS, employee engagement.",4,3,4,1,3,Extraverted,HR Manager
"Catering manager with expertise in UI/UX, branding, prototyping.",1,1,4,2,3,Creative,Graphic Designer
"Merchant navy officer with expertise in financial models, Excel, budgeting.",1,2,1,1,1,Analytical,Financial Analyst
"Psychotherapist, child with expertise in benefits management, onboarding, HRIS.",1,3,1,2,1,Extraverted,HR Manager
"Research scientist (life sciences) with expertise in prototyping, UI/UX, Adobe Creative Suite.",4,4,1,1,3,Creative,Graphic Designer
"Engineer, civil (contracting) with expertise in data visualization, statistics, machine learning.",1,3,4,3,4,Openness,Data Analyst
"Ambulance person with expertise in financial models, Excel, budgeting.",2,2,4,1,2,Analytical,Financial Analyst
"Scientist, water quality with expertise in branding, Adobe Creative Suite, UI/UX.",3,1,4,4,3,Creative,Graphic Designer
"Engineer, production with expertise in Scrum, budgeting, stakeholder management.",1,3,3,2,1,Introverted,Project Manager
"Surveyor, quantity with expertise in prototyping, branding, UI/UX.",4,2,3,1,2,Creative,Graphic Designer
"Learning mentor with expertise in machine learning, SQL, statistics.",3,3,4,1,4,Openness,Data Analyst
"Doctor, general practice with expertise in risk management, forecasting, financial models.",2,2,2,2,2,Analytical,Financial Analyst
"Food technologist with expertise in UI/UX, wireframing, Adobe Creative Suite.",4,2,1,2,2,Creative,Graphic Designer
"Medical laboratory scientific officer with expertise in HRIS, employee engagement, talent acquisition.",3,3,1,4,4,Extraverted,HR Manager
"Associate Professor with expertise in risk management, budgeting, financial models.",3,1,1,4,1,Analytical,Financial Analyst
"Administrator with expertise in firewall, incident response, network security.",4,4,4,1,4,Analytical,Cybersecurity Analyst
"Meteorologist with expertise in firewall, incident response, penetration testing.",4,1,1,4,1,Analytical,Cybersecurity Analyst
"Magazine journalist with expertise in data mining, Python, predictive analytics.",1,4,1,1,2,Openness,Data Scientist
"Product designer with expertise in data visualization, SQL, Power BI.",1,2,1,3,4,Openness,Data Analyst
"Location manager with expertise in cloud computing, APIs, Java.",3,2,2,2,1,Openness,Software Engineer
"IT technical support officer with expertise in DevOps, Java, APIs.",2,1,2,1,1,Openness,Software Engineer
"Video editor with expertise in predictive analytics, Python, data mining.",2,3,3,1,1,Openness,Data Scientist
"Graphic designer with expertise in customer engagement, SEO, analytics.",1,1,1,1,1,Extraverted,Marketing Manager
"Designer, textile with expertise in incident response, risk assessment, penetration testing.",4,3,1,1,1,Analytical,Cybersecurity Analyst
"Research officer, trade union with expertise in Excel, forecasting, budgeting.",1,3,2,2,1,Analytical,Financial Analyst
"Clinical biochemist with expertise in budgeting, forecasting, risk management.",2,2,1,2,1,Analytical,Financial Analyst
"Engineer, agricultural with expertise in statistics, predictive analytics, data mining.",1,4,1,2,1,Openness,Data Scientist
"Electrical engineer with expertise in data visualization, machine learning, SQL.",3,3,2,3,2,Openness,Data Analyst
"Media buyer with expertise in UI/UX, prototyping, wireframing.",3,3,1,3,2,Creative,Graphic Designer
"Textile designer with expertise in statistics, Power BI, machine learning.",1,4,1,3,2,Openness,Data Analyst
"Chief Financial Officer with expertise in incident response, firewall, penetration testing.",1,3,1,2,2,Analytical,Cybersecurity Analyst
"Immunologist with expertise in Agile, stakeholder management, budgeting.",1,3,4,3,4,Introverted,Project Manager
"Freight forwarder with expertise in cloud computing, APIs, Python.",2,3,3,1,3,Openness,Software Engineer
"Diagnostic radiographer with expertise in Power BI, statistics, data visualization.",3,3,3,3,2,Openness,Data Analyst
"Forensic psychologist with expertise in customer engagement, SEO, campaigns.",2,4,2,1,3,Extraverted,Marketing Manager
"Operations geologist with expertise in statistics, predictive analytics, data mining.",2,1,4,1,4,Openness,Data Scientist
"Local government officer with expertise in risk management, financial models, forecasting.",4,4,1,1,1,Analytical,Financial Analyst
"Health visitor with expertise in machine learning, statistics, Power BI.",4,1,3,4,4,Openness,Data Analyst
"Air cabin crew with expertise in incident response, firewall, risk assessment.",1,3,1,4,3,Analytical,Cybersecurity Analyst
"Mining engineer with expertise in SQL, machine learning, Power BI.",3,3,1,2,3,Openness,Data Analyst
"Sales executive with expertise in benefits management, onboarding, employee engagement.",1,1,1,1,3,Extraverted,HR Manager
"Accountant, chartered public finance with expertise in talent acquisition, benefits management, HRIS.",2,3,2,2,1,Extraverted,HR Manager
"Archivist with expertise in predictive analytics, statistics, data mining.",3,2,3,1,3,Openness,Data Scientist
"Soil scientist with expertise in analytics, campaigns, branding.",4,3,1,2,4,Extraverted,Marketing Manager
"Heritage manager with expertise in branding, customer engagement, campaigns.",2,4,2,4,4,Extraverted,Marketing Manager
"Engineer, control and instrumentation with expertise in Java, APIs, DevOps.",1,4,1,4,1,Openness,Software Engineer
"Aeronautical engineer with expertise in predictive analytics, Python, data mining.",3,3,3,2,1,Openness,Data Scientist
"Financial planner with expertise in budgeting, risk management, Excel.",2,4,2,1,2,Analytical,Financial Analyst
"Structural engineer with expertise in onboarding, talent acquisition, employee engagement.",3,1,1,2,1,Extraverted,HR Manager
"Systems analyst with expertise in data visualization, SQL, Power BI.",3,1,1,4,4,Openness,Data Analyst
"Clinical biochemist with expertise in firewall, incident response, penetration testing.",2,2,2,3,1,Analytical,Cybersecurity Analyst
"Stage manager with expertise in data mining, statistics, Python.",3,2,1,3,3,Openness,Data Scientist
"Electrical engineer with expertise in firewall, network security, penetration testing.",4,4,1,3,1,Analytical,Cybersecurity Analyst
"Systems analyst with expertise in Python, statistics, data mining.",3,3,3,2,2,Openness,Data Scientist
"Civil Service administrator with expertise in SEO, campaigns, branding.",1,3,3,4,1,Extraverted,Marketing Manager
"Newspaper journalist with expertise in Excel, risk management, forecasting.",4,1,1,1,1,Analytical,Financial Analyst
"Research scientist (physical sciences) with expertise in SEO, customer engagement, branding.",2,2,1,4,1,Extraverted,Marketing Manager
"Armed forces operational officer with expertise in Python, deep learning, data mining.",1,2,4,4,4,Openness,Data Scientist
"Site engineer with expertise in statistics, machine learning, data visualization.",4,4,2,3,3,Openness,Data Analyst
"Maintenance engineer with expertise in cloud computing, Python, APIs.",1,2,4,4,4,Openness,Software Engineer
"Marketing executive with expertise in machine learning, SQL, Power BI.",1,3,3,1,3,Openness,Data Analyst
"Scientist, research (maths) with expertise in prototyping, branding, wireframing.",2,3,1,2,1,Creative,Graphic Designer
"Ship broker with expertise in employee engagement, benefits management, HRIS.",4,3,1,4,2,Extraverted,HR Manager
"Pathologist with expertise in onboarding, HRIS, benefits management.",3,2,2,2,3,Extraverted,HR Manager
"Meteorologist with expertise in penetration testing, risk assessment, network security.",4,2,2,1,2,Analytical,Cybersecurity Analyst
"Arts development officer with expertise in talent acquisition, onboarding, HRIS.",3,2,3,2,1,Extraverted,HR Manager
"Youth worker with expertise in stakeholder management, Agile, Scrum.",3,2,2,4,3,Introverted,Project Manager
"Air cabin crew with expertise in risk management, Excel, financial models.",1,1,3,3,2,Analytical,Financial Analyst
"Wellsite geologist with expertise in risk assessment, incident response, firewall.",2,3,2,4,4,Analytical,Cybersecurity Analyst
"Risk manager with expertise in risk management, stakeholder management, Agile.",2,2,3,4,1,Introverted,Project Manager
"Amenity horticulturist with expertise in wireframing, UI/UX, prototyping.",2,3,3,2,2,Creative,Graphic Designer
"Food technologist with expertise in employee engagement, talent acquisition, onboarding.",2,3,1,4,3,Extraverted,HR Manager
"Armed forces operational officer with expertise in financial models, Excel, forecasting.",1,1,2,3,3,Analytical,Financial Analyst
"Animal nutritionist with expertise in Python, predictive analytics, statistics.",3,3,3,1,1,Openness,Data Scientist
"Dealer with expertise in statistics, Python, deep learning.",3,1,2,4,3,Openness,Data Scientist
"English as a foreign language teacher with expertise in risk management, budgeting, Scrum.",4,1,3,2,1,Introverted,Project Manager
"Games developer with expertise in benefits management, employee engagement, talent acquisition.",2,2,2,3,3,Extraverted,HR Manager
"Retail banker with expertise in financial models, Excel, budgeting.",4,2,2,1,3,Analytical,Financial Analyst
"Risk manager with expertise in penetration testing, firewall, incident response.",2,3,4,1,4,Analytical,Cybersecurity Analyst
